,text,intent
6618,showtimes for animated movies fro goodrich quality theaters,SearchScreeningEvent
12660,add a track to fusion fest,AddToPlaylist
3678,find the prince of temple street  a picture,SearchCreativeWork
13159,add tune to my mellow bars playlist,AddToPlaylist
11762,what do the cloud indicate in east aurora,GetWeather
1285,give 4 star for this album,RateBook
10448,book a restaurant neighboring il for me  rachelle and wilda,BookRestaurant
3052,book a spot for one at a pub that serves som tam,BookRestaurant
3828,what are the movie times for the movies in the neighbourhood,SearchScreeningEvent
4965,is there rain in nauru at 6 am,GetWeather
13915,i want to book a restaurant in niger for seven people,BookRestaurant
9633,book a spot for six at a restaurant in nj,BookRestaurant
9106,tell me the weather forecast for ri,GetWeather
10267,is the forecast chillier in 1 hour in mali,GetWeather
7252,find films at showcase cinemas,SearchScreeningEvent
1978,play yuauea by rick ross,PlayMusic
4126,book a spot that is faraway from the municipal borough of farnworth in 16 minutes,BookRestaurant
1567,what time is soul surfer playing,SearchScreeningEvent
6046,what animated movies are playing at fox theatres,SearchScreeningEvent
8826,put this artist on domingo indie,AddToPlaylist
2255,will there be snowfall in coxs mills vatican,GetWeather
8470,in the neighbourhood find 11 p m  movie schedules for movies,SearchScreeningEvent
5750,what is the gearhart forecast,GetWeather
12606,put corrina  corrina onto my classical x list,AddToPlaylist
7354,what s the weather forecast for devils den,GetWeather
5033,book a spot for 1 at a bakery with crab cake not far from new jersey,BookRestaurant
13036,book in pine bluffs for 5 people in the same area,BookRestaurant
1155,can i get the showtimes for the kitchen toto at cineplex odeon corporation,SearchScreeningEvent
9978,i want to give think like a freak one stars,RateBook
7970,find a tv series called all time greatest movie songs,SearchCreativeWork
9074,add album to my fairy tales,AddToPlaylist
13454,book a reservation for clinton street baking company & restaurant distant from downtown,BookRestaurant
5017,add my favorite artist to the focus now playlist,AddToPlaylist
490,please get me the welcome to the rileys game,SearchCreativeWork
2015,play a jim mullen ep from the sixties,PlayMusic
11790,add seek & destroy to sin ti playlist,AddToPlaylist
12604,play my top gaming tracks,PlayMusic
8033,what s the weather forecast for neighboring delft national park on aug  the 8th  2028,GetWeather
5973,put this song on my ntc high intensity training tracks playlist,AddToPlaylist
11928,will the weather close by be warmer in kentucky,GetWeather
2687,add als het om de liefde gaat to my this is handel playlist,AddToPlaylist
2576,rate current textbook 0,RateBook
8023,what s the weather in paris,GetWeather
2623,i give this book a 5,RateBook
13581,please add ruud jolie to my playlist guest list polygon,AddToPlaylist
6649,play mea culpa by rahim shah,PlayMusic
3047,please rate this essay three out of 6,RateBook
4700,add kevin cadogan to the 80s classic hits list,AddToPlaylist
4339,book a restaurant for me  angela and mercedes in cimarron city  colorado,BookRestaurant
14193,rate the sneetches and other stories a three,RateBook
152,rate the current novel 0 of 6,RateBook
9283,give zero points to high profile,RateBook
11315,is it going to storm in ne,GetWeather
4459,play bliss torn from emptiness,SearchCreativeWork
11037,look for the creative work meltdown – days of destruction,SearchCreativeWork
7014,please find me the work  instrumental directions,SearchCreativeWork
8216,what s the weather forecast for 8 hours from now in cape verde,GetWeather
3177,add joe gibbs to my the bachelor party playlist,AddToPlaylist
418,i m looking for the television show the flame,SearchCreativeWork
8177,can you get me a table at a chicken and waffles joint in new mexico,BookRestaurant
2821,play soundtrack by armand van helden,PlayMusic
7886,i d like a table at the san francisco brewing company in puerto rico at noon,BookRestaurant
279,book a restaurant for 7 people,BookRestaurant
7393,add song to thrash attack,AddToPlaylist
5803,will there be a depression here on october 26,GetWeather
12297,what films are at cinemark theatres,SearchScreeningEvent
5291,what will the weather be like this week close-by saudi arabia,GetWeather
5496,give the slap 0 stars,RateBook
12557,i m looking for the album called disorderly conduct: video on patrol,SearchCreativeWork
10151,find me the nearest cinema that have movies starting right now,SearchScreeningEvent
13180,rate the current chronicle a zero,RateBook
13055,i would give feast of the innocents a value of 1,RateBook
10299,play the seventies album on last fm,PlayMusic
6582,rate this novel one out of 6 stars,RateBook
2429,i want the video game southwest riders,SearchCreativeWork
3484,find a show called some kind of dangerous,SearchCreativeWork
7706,will it be colder here one minute from now,GetWeather
3103,book me a restaurant in aransas pass in seventeen hours,GetWeather
7781,book for jessie  dale wright and lupe at a bistro on feb  20  2040,BookRestaurant
11729,put the joy division the complete bbc recordings on 40 hits,AddToPlaylist
680,add htoo ein thin to my brooklyn beat playlist,AddToPlaylist
955,i rate egg collecting and bird life of australia a zero out of 6 points,RateBook
1098,stars for this album are one for the current 6 ratings,RateBook
13126,play arif music from the fourties,PlayMusic
7278,play music using groove shark,PlayMusic
8202,add hello i must be going to the power ballads playlist,AddToPlaylist
7129,will the weather be warm far from niger at 15 o clock,GetWeather
13955,book a reservation for five people for a tatar taverna in sargents,BookRestaurant
12617,i need a reservation for the best asian joint on jan  3 in bradford alabama for a party of 9,BookRestaurant
12804,open itunes and play heath music from 1981,PlayMusic
2801,rate the current essay a 4,RateBook
612,add teddy boy to my irish folk – jigs & reels playlist,AddToPlaylist
11730,will rainfall continue here tomorrow,GetWeather
32,add manuelita to my indiespensables playlist,AddToPlaylist
889,play good pure soul on netflix,PlayMusic
12637,book me a restaurant reservation in fiji for zero am,BookRestaurant
7812,what is the song the beast from 20,SearchCreativeWork
211,looking for video game for those who would walk with the gods,SearchCreativeWork
8349,i want to hear the fear the boom and bust song from haruka shimotsuki off of spotify,PlayMusic
6196,please get me the very best of chicago: only the beginning,SearchCreativeWork
13616,where can i see the television show falling away from me,SearchCreativeWork
5950,is it going to be hot in chrisman,GetWeather
5737,in seven hours from now will it rain at my current place,GetWeather
9446,open vimeo and play lee mellor good songs,PlayMusic
6859,play the track fight on  state by yuvan shankar raja,PlayMusic
1598,play hora din moldova by yamazaki maso,PlayMusic
2002,add another song to my this is status quo playlist,AddToPlaylist
10862,give this album 2 / 6,RateBook
576,add jason webley to classical intimate dinner playlist,AddToPlaylist
2661,i want to give this album 4 stars,RateBook
12358,play all the way my savior leads me on spotify,PlayMusic
59,will it storm in charles pinckney national historic site,GetWeather
4138,weather for my nearby current location,GetWeather
11952,open youtube and play connie francis sings spanish and latin american favorites from yukiko iwai,PlayMusic
12246,get me information on the riverfront times,SearchCreativeWork
12030,i d like to listen to space music,PlayMusic
2127,i need a table at a steakhouse in encino that serves meatcake,BookRestaurant
9246,book a restaurant for seven,BookRestaurant
9329,rate the text book new finnish grammar a four out of 6,RateBook
13386,show me movie schedules for today,SearchScreeningEvent
5105,what are the movie schedules for any animated movies playing in the neighbourhood,SearchScreeningEvent
12555,give the current textbook 2 of 6,RateBook
3998,is the forecast colder in idaho 1 second from now,GetWeather
4085,play the album pressure cracks with netflix,PlayMusic
1935,read the black-body theory and the quantum discontinuity novel,SearchCreativeWork
1000,will it get chillier here,GetWeather
8860,add your loving flame to my palylist rock,AddToPlaylist
633,what is the weather like right now for fort adams,GetWeather
7002,add this song to my playlist named britpop  etc,AddToPlaylist
2616,what time is the graduates of malibu high playing at cobb theatres,SearchScreeningEvent
28,find me showtimes for animated movies in the neighbourhood,SearchScreeningEvent
9595,find a cinema nearest showing twilight of shadows at breakfast time,SearchScreeningEvent
5044,add artist fabri fibra to this is earth  wind & fire,AddToPlaylist
4697,book a table at laurie beechman theatre for a party of 4 in utah,BookRestaurant
7122,find a television show called tiny dancer,SearchCreativeWork
12497,want to eat at the meatball shop that s within walking distance of erica s campus,BookRestaurant
11753,what is the weather forecast for north carolina on october thirteenth  2037,GetWeather
9592,add madman to trap land playlist,AddToPlaylist
12651,give the enemy within saga 3 stars for me,RateBook
7130,i want to listen to the soundtrack and then there was light,SearchCreativeWork
4915,rate the keys to the white house a zero,RateBook
2565,add the name the song about the towel to playlist piano in the background,AddToPlaylist
13278,where can i see the movie across the line: the exodus of charlie wright,SearchCreativeWork
4156,play music by deenanath mangeshkar,PlayMusic
4791,show me convicted,SearchCreativeWork
5237,can you tell me if it ll be freezing in wrightstown in seven years,GetWeather
6443,will the weather be colder in naguabo four minutes from now,GetWeather
5904,what time is sundown: the vampire in retreat showing,SearchScreeningEvent
7792,add to anacreon in heaven into the playlist girls  night,AddToPlaylist
10080,i want to hear music from 1975,PlayMusic
2742,show nearest movie theatre to watch black jesus,SearchScreeningEvent
10895,will there be a blizzard in kettleman city today,GetWeather
5470,add this song to my southern gothic playlist,AddToPlaylist
2554,what is the weather forecast for latvia strasburg,GetWeather
14092,i want to play music from iheart,PlayMusic
6610,play a sixties track by noam pikelny on iheart,PlayMusic
10532,please find the song house of wedlock,SearchCreativeWork
